"serial_no","climatic_z","agro_eco_z","terrain","anual_r_fmm","rice_variety","stage_of_maturity","soil_type","rice_ecosystem","topography","flooded_y_n","method_of_planting","is_the_farmer_aware_of_mg_before","rep_no","gall_count","infection_status","infection_status_bin"
"25","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","No",24,37,"Yes","1"
"25","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","No",25,18,"Yes","1"
"25","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","No",26,28,"Yes","1"
"25","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","No",27,13,"Yes","1"
"25","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","No",28,10,"Yes","1"
"25","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","No",29,42,"Yes","1"
"25","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","No",30,9,"Yes","1"
"26","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",1,5,"Yes","1"
"26","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",2,2,"Yes","1"
"26","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",3,8,"Yes","1"
"26","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",4,52,"Yes","1"
"26","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",5,5,"Yes","1"
"26","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",6,18,"Yes","1"
"26","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",7,2,"Yes","1"
"26","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",8,10,"Yes","1"
"26","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",9,3,"Yes","1"
"26","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",10,2,"Yes","1"
"26","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",11,3,"Yes","1"
"26","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",12,6,"Yes","1"
"26","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",13,17,"Yes","1"
"26","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",14,17,"Yes","1"
"26","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",15,1,"Yes","1"
"26","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",16,4,"Yes","1"
"26","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",17,0,"No","0"
"26","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",18,8,"Yes","1"
"26","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",19,7,"Yes","1"
"26","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",20,9,"Yes","1"
"26","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",21,6,"Yes","1"
"26","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",22,0,"No","0"
"26","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",23,2,"Yes","1"
"26","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",24,6,"Yes","1"
"26","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",25,5,"Yes","1"
"26","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",26,5,"Yes","1"
"26","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",27,10,"Yes","1"
"26","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",28,3,"Yes","1"
"26","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",29,10,"Yes","1"
"26","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",30,4,"Yes","1"
"27","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",1,53,"Yes","1"
"27","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",2,102,"Yes","1"
"27","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",3,49,"Yes","1"
"27","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",4,32,"Yes","1"
"27","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",5,81,"Yes","1"
"27","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",6,72,"Yes","1"
"27","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",7,65,"Yes","1"
"27","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",8,16,"Yes","1"
"27","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",9,16,"Yes","1"
"27","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",10,116,"Yes","1"
"27","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",11,25,"Yes","1"
"27","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",12,29,"Yes","1"
"27","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",13,72,"Yes","1"
"27","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",14,33,"Yes","1"
"27","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",15,50,"Yes","1"
"27","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",16,87,"Yes","1"
"27","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",17,5,"Yes","1"
"27","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",18,62,"Yes","1"
"27","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",19,102,"Yes","1"
"27","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",20,22,"Yes","1"
"27","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",21,4,"Yes","1"
"27","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",22,24,"Yes","1"
"27","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",23,118,"Yes","1"
"27","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",24,34,"Yes","1"
"27","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",25,27,"Yes","1"
"27","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",26,20,"Yes","1"
"27","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",27,23,"Yes","1"
"27","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",28,16,"Yes","1"
"27","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",29,57,"Yes","1"
"27","DRY ZONE","LOW COUNTRY","Undulating & flat",650,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",30,12,"Yes","1"
"28","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",1,2,"Yes","1"
"28","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",2,0,"No","0"
"28","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",3,22,"Yes","1"
"28","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",4,0,"No","0"
"28","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",5,4,"Yes","1"
"28","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",6,0,"No","0"
"28","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",7,8,"Yes","1"
"28","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",8,11,"Yes","1"
"28","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",9,0,"No","0"
"28","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",10,3,"Yes","1"
"28","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",11,0,"No","0"
"28","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",12,4,"Yes","1"
"28","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",13,0,"No","0"
"28","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",14,1,"Yes","1"
"28","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",15,0,"No","0"
"28","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",16,5,"Yes","1"
"28","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",17,2,"Yes","1"
"28","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",18,0,"No","0"
"28","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",19,0,"No","0"
"28","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",20,0,"No","0"
"28","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",21,6,"Yes","1"
"28","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",22,2,"Yes","1"
"28","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",23,13,"Yes","1"
"28","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",24,3,"Yes","1"
"28","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",25,0,"No","0"
"28","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",26,0,"No","0"
"28","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",27,0,"No","0"
"28","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",28,0,"No","0"
"28","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",29,0,"No","0"
"28","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",30,0,"No","0"
"29","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Terraces","No","Direct seeded","No",1,8,"Yes","1"
"29","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Terraces","No","Direct seeded","No",2,16,"Yes","1"
"29","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Terraces","No","Direct seeded","No",3,6,"Yes","1"
"29","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Terraces","No","Direct seeded","No",4,15,"Yes","1"
"29","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Terraces","No","Direct seeded","No",5,10,"Yes","1"
"29","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Terraces","No","Direct seeded","No",6,12,"Yes","1"
"29","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Terraces","No","Direct seeded","No",7,11,"Yes","1"
"29","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Terraces","No","Direct seeded","No",8,3,"Yes","1"
"29","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Terraces","No","Direct seeded","No",9,37,"Yes","1"
"29","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Terraces","No","Direct seeded","No",10,6,"Yes","1"
"29","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Terraces","No","Direct seeded","No",11,14,"Yes","1"
"29","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Terraces","No","Direct seeded","No",12,6,"Yes","1"
"29","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Terraces","No","Direct seeded","No",13,16,"Yes","1"
"29","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Terraces","No","Direct seeded","No",14,17,"Yes","1"
"29","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Terraces","No","Direct seeded","No",15,11,"Yes","1"
"29","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Terraces","No","Direct seeded","No",16,15,"Yes","1"
"29","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Terraces","No","Direct seeded","No",17,11,"Yes","1"
"29","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Terraces","No","Direct seeded","No",18,4,"Yes","1"
"29","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Terraces","No","Direct seeded","No",19,43,"Yes","1"
"29","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Terraces","No","Direct seeded","No",20,5,"Yes","1"
"29","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Terraces","No","Direct seeded","No",21,6,"Yes","1"
"29","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Terraces","No","Direct seeded","No",22,5,"Yes","1"
"29","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Terraces","No","Direct seeded","No",23,4,"Yes","1"
"29","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Terraces","No","Direct seeded","No",24,13,"Yes","1"
"29","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Terraces","No","Direct seeded","No",25,30,"Yes","1"
"29","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Terraces","No","Direct seeded","No",26,16,"Yes","1"
"29","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Terraces","No","Direct seeded","No",27,6,"Yes","1"
"29","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Terraces","No","Direct seeded","No",28,27,"Yes","1"
"29","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Terraces","No","Direct seeded","No",29,5,"Yes","1"
"29","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Terraces","No","Direct seeded","No",30,15,"Yes","1"
"30","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",1,0,"No","0"
"30","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",2,0,"No","0"
"30","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",3,0,"No","0"
"30","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",4,0,"No","0"
"30","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",5,0,"No","0"
"30","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",6,0,"No","0"
"30","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",7,0,"No","0"
"30","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",8,0,"No","0"
"30","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",9,0,"No","0"
"30","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",10,0,"No","0"
"30","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",11,0,"No","0"
"30","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",12,0,"No","0"
"30","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",13,0,"No","0"
"30","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",14,0,"No","0"
"30","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",15,0,"No","0"
"30","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",16,0,"No","0"
"30","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",17,0,"No","0"
"30","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",18,0,"No","0"
"30","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",19,0,"No","0"
"30","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",20,0,"No","0"
"30","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",21,0,"No","0"
"30","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",22,0,"No","0"
"30","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",23,0,"No","0"
"30","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",24,0,"No","0"
"30","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",25,0,"No","0"
"30","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",26,0,"No","0"
"30","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",27,0,"No","0"
"30","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",28,0,"No","0"
"30","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",29,0,"No","0"
"30","DRY ZONE","LOW COUNTRY","Undulating",900,"At 362","Reproductive","Sand mixed clay","Irrigated","Gentle slope","No","Direct seeded","Yes",30,0,"No","0"
"31","WET ZONE","LOW COUNTRY","Rolling & Undulating",2800,"Bg 366","Reproductive","Clay","Rainfed lowland","Flat land","Yes","Direct seeded","Yes",1,0,"No","0"
"31","WET ZONE","LOW COUNTRY","Rolling & Undulating",2800,"Bg 366","Reproductive","Clay","Rainfed lowland","Flat land","Yes","Direct seeded","Yes",2,2,"Yes","1"
"31","WET ZONE","LOW COUNTRY","Rolling & Undulating",2800,"Bg 366","Reproductive","Clay","Rainfed lowland","Flat land","Yes","Direct seeded","Yes",3,0,"No","0"
"31","WET ZONE","LOW COUNTRY","Rolling & Undulating",2800,"Bg 366","Reproductive","Clay","Rainfed lowland","Flat land","Yes","Direct seeded","Yes",4,0,"No","0"
